sale_id,borough,borough_name,neighborhood,building_class_category,tax_class_at_present,block,lot,easement,building_class_at_present,address,apartment_number,zipcode,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,sale_date_yyyymm,price_per_gross_square_foot
496,2,Bronx,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS                    ,1,4264,46, ,B1,1931 FOWLER AVE, ,10462,2,0,2,2831,2000,1960,1,B1,580000.00,2017-01-05,2017-01,290.00
497,2,Bronx,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS                    ,1,4266,42, ,B3,1945 RADCLIFF AVENUE, ,10462,2,0,2,2500,2187,1925,1,B3,565000.00,2017-04-05,2017-04,258.34
498,2,Bronx,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS                    ,1,4266,47, ,B1,1933 RADCLIFF AVENUE, ,10462,2,0,2,3742,2905,1960,1,B1,670000.00,2017-05-25,2017-05,230.64
499,2,Bronx,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS                    ,1,4270,3, ,B1,1056 NEILL AVENUE, ,10461,2,0,2,2500,1722,1950,1,B1,568750.00,2016-12-29,2016-12,330.28
500,2,Bronx,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS                    ,1,4270,6, ,B1,1062 NEILL AVENUE, ,10461,2,0,2,1950,2627,1960,1,B1,579500.00,2017-03-31,2017-03,220.59
501,2,Bronx,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS                    ,1,4270,15, ,B1,1945 LURTING AVENUE, ,10461,2,0,2,2500,2400,1930,1,B1,691000.00,2016-11-08,2016-11,287.92
502,2,Bronx,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS                    ,1,4270,16, ,B1,1943 LURTING AVE, ,10461,2,0,2,2500,2400,1930,1,B1,650000.00,2017-06-30,2017-06,270.83
503,2,Bronx,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS                    ,1,4270,53, ,B3,1934 HONE AVENUE, ,10461,2,0,2,2500,2142,1920,1,B3,560000.00,2016-12-14,2016-12,261.44
504,2,Bronx,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS                    ,1,4275,50, ,B3,1918 YATES AVE, ,10461,2,0,2,2500,2405,1940,1,B3,655000.00,2016-12-21,2016-12,272.35
505,2,Bronx,MORRIS PARK/VAN NEST,02 TWO FAMILY DWELLINGS                    ,1,4295,13, ,B2,2020 MULINER AVENUE, ,10462,2,0,2,2500,2100,1925,1,B2,505000.00,2016-12-05,2016-12,240.48
506,2,Bronx,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS                  ,1,4035,40, ,C0,1732 HOLLAND AVENUE, ,10462,3,0,3,2500,1808,1920,1,C0,500000.00,2017-06-28,2017-06,276.55
507,2,Bronx,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS                  ,1,4036,23, ,C0,791 VAN NEST, ,10462,3,0,3,2375,3696,1920,1,C0,610000.00,2017-04-27,2017-04,165.04
508,2,Bronx,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS                  ,1,4038,4, ,C0,732 VAN NEST AVENUE, ,10462,3,0,3,2375,3024,1901,1,C0,630000.00,2017-06-26,2017-06,208.33
509,2,Bronx,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS                  ,1,4039,11, ,C0,1663 WALLACE AVENUE, ,10462,3,0,3,2375,3222,1901,1,C0,680000.00,2017-01-27,2017-01,211.05
510,2,Bronx,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS                  ,1,4040,13, ,C0,1651 BARNES AVE, ,10462,3,0,3,2375,3960,1901,1,C0,642500.00,2017-02-07,2017-02,162.25
511,2,Bronx,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS                  ,1,4053,11, ,C0,1812 WALLACE AVENUE, ,10462,3,0,3,2375,2094,1899,1,C0,669000.00,2016-09-15,2016-09,319.48
512,2,Bronx,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS                  ,1,4054,73, ,C0,1815 MATTHEWS AVE, ,10462,3,0,3,2090,2702,1970,1,C0,570000.00,2016-12-07,2016-12,210.95
513,2,Bronx,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS                  ,1,4059,29, ,C0,1562 BOGART AVENUE, ,10462,3,0,3,2500,2552,1910,1,C0,515000.00,2017-04-27,2017-04,201.80
514,2,Bronx,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS                  ,1,4059,129, ,C0,1562A BOGART AVENUE, ,10462,3,0,3,2215,2184,1991,1,C0,515000.00,2017-04-27,2017-04,235.81
515,2,Bronx,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS                  ,1,4066,23, ,C0,1549 HAIGHT AVENUE, ,10461,3,0,3,1859,2979,2005,1,C0,600000.00,2017-03-02,2017-03,201.41
516,2,Bronx,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS                  ,1,4066,24, ,C0,1547 HAIGHT AVENUE, ,10461,3,0,3,1748,2970,2005,1,C0,610950.00,2017-03-02,2017-03,205.71
517,2,Bronx,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS                  ,1,4092,7, ,C0,940 VAN NEST AVENUE, ,10462,3,0,3,2700,3228,1955,1,C0,545000.00,2017-07-28,2017-07,168.84
518,2,Bronx,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS                  ,1,4095,22, ,C0,945 VAN NEST AVENUE, ,10462,3,0,3,2300,3433,1950,1,C0,550000.00,2016-09-29,2016-09,160.21
519,2,Bronx,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS                  ,1,4096,44, ,C0,1742 BOGART AVENUE, ,10462,3,0,3,2290,2920,1965,1,C0,725000.00,2017-07-27,2017-07,248.29
520,2,Bronx,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS                  ,1,4110,15, ,C0,1725 WILLIAMSBRIDGE RD, ,10461,3,0,3,2550,2796,1950,1,C0,669000.00,2017-07-14,2017-07,239.27
521,2,Bronx,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS                  ,1,4116,20, ,C0,1713 TENBROECK AVENUE, ,10461,3,0,3,2506,2592,1920,1,C0,600000.00,2017-08-22,2017-08,231.48
522,2,Bronx,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS                  ,1,4126,10, ,C0,1863 COLDEN AVENUE, ,10462,3,0,3,2500,2940,1925,1,C0,665000.00,2017-06-29,2017-06,226.19
523,2,Bronx,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS                  ,1,4129,64, ,C0,1864 HONE AVENUE, ,10461,3,0,3,2708,2156,1935,1,C0,725000.00,2017-01-27,2017-01,336.27
524,2,Bronx,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS                  ,1,4132,14, ,C0,1853 WILLIAMSBRIDGE ROAD, ,10461,3,0,3,2100,3025,1960,1,C0,670000.00,2017-02-08,2017-02,221.49
525,2,Bronx,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS                  ,1,4262,9, ,C0,1918 BARNES AVE, ,10462,3,0,3,2375,2944,1910,1,C0,575000.00,2016-09-15,2016-09,195.31
526,2,Bronx,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS                  ,1,4262,28, ,C0,1911 MATTHEWS AVENUE, ,10462,3,0,3,2375,2994,1915,1,C0,605000.00,2017-06-23,2017-06,202.07
527,2,Bronx,MORRIS PARK/VAN NEST,03 THREE FAMILY DWELLINGS                  ,1,4270,28, ,C0,1917 LURTING AVENUE, ,10461,3,0,3,2500,3250,1935,1,C0,642600.00,2017-04-19,2017-04,197.72
528,2,Bronx,MORRIS PARK/VAN NEST,07 RENTALS - WALKUP APARTMENTS             ,2A,4037,20, ,C3,1651 HUNT AVENUE, ,10462,4,0,4,2745,2500,1920,2,C3,675000.00,2017-03-01,2017-03,270.00
529,2,Bronx,MORRIS PARK/VAN NEST,07 RENTALS - WALKUP APARTMENTS             ,2A,4106,62, ,C2,1654 HAIGHT AVENUE, ,10461,5,0,5,2500,3276,1928,2,C2,776400.00,2017-03-20,2017-03,237.00
530,2,Bronx,MORRIS PARK/VAN NEST,07 RENTALS - WALKUP APARTMENTS             ,2A,4127,4, ,C3,1006 RHINELANDER AVENUE, ,10462,4,0,4,2250,3520,1926,2,C3,759000.00,2017-06-05,2017-06,215.63
531,2,Bronx,MORRIS PARK/VAN NEST,07 RENTALS - WALKUP APARTMENTS             ,2A,4129,6, ,C3,1062 RHINELANDER AVE, ,10461,4,0,4,2250,3402,1926,2,C3,510000.00,2017-03-03,2017-03,149.91
532,2,Bronx,MORRIS PARK/VAN NEST,14 RENTALS - 4-10 UNIT                     ,2A,4123,16, ,S3,1840 BRONXDALE AVENUE, ,10462,3,1,4,2559,4600,1961,2,S3,575000.00,2017-03-15,2017-03,125.00
533,2,Bronx,MORRIS PARK/VAN NEST,21 OFFICE BUILDINGS                        ,4,4113,25, ,O2,1613 TENBROECK AVENUE, ,10461,0,2,2,5410,2160,1953,4,O2,705000.00,2016-11-11,2016-11,326.39
534,2,Bronx,MORRIS PARK/VAN NEST,37 RELIGIOUS FACILITIES                    ,4,4060,17, ,M1,1557 COLDEN AVENUE, ,10462,0,1,1,5000,2572,1961,4,M1,700000.00,2017-07-18,2017-07,272.16
535,2,Bronx,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS                    ,1,2611,38, ,B2,1211 FRANKLIN AVENUE, ,10456,2,0,2,2059,1956,1901,1,B2,703101.00,2017-08-28,2017-08,359.46
536,2,Bronx,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS                    ,1,2628,42, ,B3,658 EAST 156 STREET, ,10455,2,0,2,1650,2463,1901,1,B3,525000.00,2016-12-06,2016-12,213.15
537,2,Bronx,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS                    ,1,2657,19, ,S2,776 EAST 161 STREET, ,10456,2,1,3,1701,2926,1920,1,S2,600000.00,2016-12-02,2016-12,205.06
538,2,Bronx,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS                    ,1,2675,42, ,B1,722 UNION AVENUE, ,10455,2,0,2,1738,2442,1901,1,B1,515000.00,2016-11-17,2016-11,210.89
539,2,Bronx,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS                    ,1,2683,117, ,B2,556 FOX STREET, ,10455,2,0,2,2180,2340,1990,1,B2,535000.00,2017-01-05,2017-01,228.63
540,2,Bronx,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS                    ,1,2683,118, ,B2,558 FOX STREET, ,10455,2,0,2,3052,2340,1990,1,B2,577000.00,2016-12-22,2016-12,246.58
541,2,Bronx,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS                    ,1,2684,129, ,B2,577 FOX STREET, ,10455,2,0,2,2470,2340,1990,1,B2,530000.00,2017-02-01,2017-02,226.50
542,2,Bronx,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS                    ,1,2684,142, ,B2,551 FOX STREET, ,10455,2,0,2,2220,2340,1990,1,B2,538000.00,2017-01-24,2017-01,229.91
543,2,Bronx,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS                    ,1,2688,158, ,B1,892 LONGWOOD AVENUE, ,10459,2,0,2,2000,1706,1992,1,B1,505000.00,2017-01-26,2017-01,296.01
544,2,Bronx,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS                    ,1,2700,14, ,B3,1044 HALL PLACE, ,10459,2,0,2,1104,2010,1901,1,B3,549000.00,2017-08-14,2017-08,273.13
545,2,Bronx,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS                    ,1,2705,38, ,B2,1075 KELLY STREET, ,10459,2,0,2,2100,1680,1992,1,B2,640000.00,2017-07-26,2017-07,380.95
546,2,Bronx,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS                    ,1,2719,160, ,B2,1171 SIMPSON STREET, ,10459,2,0,2,1715,2280,1992,1,B2,535000.00,2017-05-22,2017-05,234.65
547,2,Bronx,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS                    ,1,2721,106, ,B1,814 FOX STREET, ,10459,2,0,2,1967,2655,1997,1,B1,575000.00,2017-07-20,2017-07,216.57
548,2,Bronx,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS                    ,1,2748,153, ,B2,1027 BRYANT AVENUE, ,10459,2,0,2,2033,2400,1995,1,B2,550000.00,2017-03-09,2017-03,229.17
549,2,Bronx,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS                    ,1,2931,55, ,B2,602 EAST 170 STREET, ,10456,2,0,2,2356,2106,1901,1,B2,515000.00,2017-03-08,2017-03,244.54
550,2,Bronx,MORRISANIA/LONGWOOD,02 TWO FAMILY DWELLINGS                    ,1,2931,72, ,B2,1371 FRANKLIN AVENUE, ,10456,2,0,2,6240,4500,1910,1,B2,660000.00,2016-12-01,2016-12,146.67
551,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2378,149, ,C0,754 ELTON AVENUE, ,10451,3,0,3,2200,3036,1999,1,C0,525000.00,2017-06-23,2017-06,172.92
552,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2617,57, ,C0,707 EAGLE AVENUE, ,10455,3,0,3,2124,3285,1901,1,C0,525000.00,2017-07-10,2017-07,159.82
553,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2627,48, ,C0,889 CAULDWELL AVE, ,10456,3,0,3,1870,2732,1910,1,C0,650000.00,2017-03-24,2017-03,237.92
554,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2662,40, ,C0,763 HOME STREET, ,10456,3,0,3,2771,3840,1910,1,C0,530000.00,2017-06-14,2017-06,138.02
555,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2662,41, ,C0,761 HOME STREET, ,10456,3,0,3,2400,3550,1920,1,C0,695000.00,2016-11-29,2016-11,195.77
556,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2669,20, ,C0,996 TINTON AVENUE, ,10456,3,0,3,1992,2241,2004,1,C0,550000.00,2016-10-14,2016-10,245.43
557,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2669,25, ,C0,780 EAST 165 STREET, ,10456,3,0,3,2500,3550,2005,1,C0,700000.00,2017-05-22,2017-05,197.18
558,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2691,120, ,C0,879 EAST 165 STREET, ,10459,3,0,3,2831,3000,1910,1,C0,740000.00,2017-05-26,2017-05,246.67
559,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2699,12, ,C0,954 ROGERS PLACE, ,10459,3,0,3,1485,2856,1910,1,C0,550000.00,2017-06-30,2017-06,192.58
560,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2699,12, ,C0,954 ROGERS PLACE, ,10459,3,0,3,1485,2856,1910,1,C0,500000.00,2017-03-16,2017-03,175.07
561,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2699,30, ,C0,982A ROGERS PLACE, ,10459,3,0,3,1466,2692,2006,1,C0,710000.00,2017-07-28,2017-07,263.74
562,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2700,151, ,C0,1069 INTERVALE AVE, ,10459,3,0,3,1468,3312,2005,1,C0,700000.00,2017-08-14,2017-08,211.35
563,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2704,21, ,C0,918 EAST 165 STREET, ,10459,3,0,3,1470,2001,1904,1,C0,650000.00,2017-02-07,2017-02,324.84
564,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2708,52, ,C0,775 BECK STREET, ,10455,3,0,3,2500,3324,1901,1,C0,690000.00,2016-10-04,2016-10,207.58
565,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2716,32, ,C0,892 EAST 167 STREET, ,10459,3,0,3,2271,3102,1901,1,C0,600000.00,2017-06-26,2017-06,193.42
566,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2724,18, ,C0,986 FOX STREET, ,10459,3,0,3,2260,3024,1995,1,C0,605000.00,2016-12-19,2016-12,200.07
567,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2724,218, ,C0,988 FOX STREET, ,10459,3,0,3,3702,3024,1995,1,C0,620000.00,2016-09-09,2016-09,205.03
568,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2754,137, ,C0,1161 LONGFELLOW AVENUE, ,10459,3,0,3,1992,3148,2004,1,C0,630000.00,2017-01-27,2017-01,200.13
569,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2754,139, ,C0,1157 LONGFELLOW AVENUE, ,10459,3,0,3,1767,3360,2004,1,C0,600000.00,2017-01-30,2017-01,178.57
570,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2758,13, ,C0,1150 LONGFELLOW AVENUE, ,10459,3,0,3,2128,3156,1899,1,C0,550000.00,2017-03-16,2017-03,174.27
571,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2961,144, ,C0,1287 UNION AVENUE, ,10459,3,0,3,2692,3564,2006,1,C0,633000.00,2016-09-29,2016-09,177.61
572,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2964,62, ,C0,1394 BRISTOW STREET, ,10459,3,0,3,2000,3604,1998,1,C0,600000.00,2017-08-22,2017-08,166.48
573,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2968,101, ,C0,800 FREEMAN STREET, ,10459,3,0,3,1712,3102,2005,1,C0,675000.00,2017-02-28,2017-02,217.60
574,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2970,5, ,C0,859 EAST 169 STREET, ,10459,3,0,3,1674,3197,2006,1,C0,568560.00,2017-05-15,2017-05,177.84
575,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2970,11, ,C0,1338 PROSPECT AVENUE, ,10459,3,0,3,2500,3024,1901,1,C0,525000.00,2017-07-26,2017-07,173.61
576,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2970,12, ,C0,1340 PROSPECT AVENUE, ,10459,3,0,3,2500,3096,1901,1,C0,525000.00,2017-07-26,2017-07,169.57
577,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2971,51, ,C0,841 FREEMAN STREET, ,10459,3,0,3,2948,3750,2006,1,C0,640000.00,2017-01-26,2017-01,170.67
578,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2972,22, ,C0,1326 CHISHOLM, ,10459,3,0,3,2000,3240,1910,1,C0,500000.00,2017-07-12,2017-07,154.32
579,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2986,116, ,C0,1232 HOE AVENUE, ,10459,3,0,3,2108,3024,1999,1,C0,592000.00,2016-11-16,2016-11,195.77
580,2,Bronx,MORRISANIA/LONGWOOD,03 THREE FAMILY DWELLINGS                  ,1,2994,12, ,C0,1426 VYSE AVENUE, ,10459,3,0,3,2500,3900,2004,1,C0,636000.00,2017-05-08,2017-05,163.08
581,2,Bronx,MORRISANIA/LONGWOOD,07 RENTALS - WALKUP APARTMENTS             ,2A,2627,62, ,C3,898 EAGLE AVENUE, ,10456,4,0,4,1875,4600,1910,2,C3,747500.00,2016-09-13,2016-09,162.50
582,2,Bronx,MORRISANIA/LONGWOOD,07 RENTALS - WALKUP APARTMENTS             ,2A,2690,206, ,C3,866 EAST 164 STREET, ,10459,4,0,4,1619,3120,1910,2,C3,540000.00,2016-10-31,2016-10,173.08
583,2,Bronx,MORRISANIA/LONGWOOD,07 RENTALS - WALKUP APARTMENTS             ,2B,2743,34, ,C1,1047 HOE AVENUE, ,10459,7,0,7,2300,5436,1920,2,C1,750000.00,2017-02-22,2017-02,137.97
584,2,Bronx,MORRISANIA/LONGWOOD,07 RENTALS - WALKUP APARTMENTS             ,2A,2756,38, ,C3,1039 LONGFELLOW AVENUE, ,10459,4,0,4,2500,3318,1930,2,C3,625000.00,2016-09-02,2016-09,188.37
585,2,Bronx,MORRISANIA/LONGWOOD,07 RENTALS - WALKUP APARTMENTS             ,2A,2756,39, ,C3,1037 LONGFELLOW AVENUE, ,10459,4,0,4,2500,3318,1930,2,C3,575000.00,2017-07-17,2017-07,173.30
586,2,Bronx,MORRISANIA/LONGWOOD,07 RENTALS - WALKUP APARTMENTS             ,2A,2756,49, ,C3,1011 LONGFELLOW AVENUE, ,10459,4,0,4,2500,3318,1930,2,C3,650000.00,2017-06-09,2017-06,195.90
587,2,Bronx,MORRISANIA/LONGWOOD,07 RENTALS - WALKUP APARTMENTS             ,2A,2756,78, ,C3,1060 LONGFELLOW AVENUE, ,10459,4,0,4,2500,3200,1930,2,C3,545000.00,2017-04-07,2017-04,170.31
588,2,Bronx,MORRISANIA/LONGWOOD,14 RENTALS - 4-10 UNIT                     ,2A,2374,104, ,S5,405 EAST 152 STREET, ,10455,5,1,6,2550,3444,1925,2,S5,710000.00,2016-10-06,2016-10,206.16
589,2,Bronx,MORRISANIA/LONGWOOD,14 RENTALS - 4-10 UNIT                     ,2B,2999,24, ,S9,1452 BRYANT AVENUE, ,10459,5,3,8,2500,3300,1931,2,S9,500000.00,2016-09-13,2016-09,151.52
590,2,Bronx,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS                    ,1,2278,38, ,A5,460 EAST 134TH STREET, ,10454,1,0,1,1700,2380,1901,1,A5,500000.00,2017-06-20,2017-06,210.08
591,2,Bronx,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS                    ,1,2278,46, ,A5,476 EAST 134TH STREET, ,10454,1,0,1,1020,1680,1901,1,A5,795000.00,2017-04-10,2017-04,473.21
592,2,Bronx,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS                    ,1,2284,23, ,A5,430 EAST 140TH STREET, ,10454,1,0,1,1667,2400,1910,1,A5,525000.00,2017-03-27,2017-03,218.75
593,2,Bronx,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS                    ,1,2284,33, ,A5,450 EAST 140TH STREET, ,10454,1,0,1,1667,2400,1910,1,A5,720000.00,2017-08-23,2017-08,300.00
594,2,Bronx,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS                    ,1,2286,29, ,A5,438 EAST 142ND STREET, ,10454,1,0,1,1650,2112,1910,1,A5,588000.00,2017-01-30,2017-01,278.41
595,2,Bronx,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS                    ,1,2286,109, ,A5,419 EAST 141ST STREET, ,10454,1,0,1,1667,2376,1910,1,A5,585000.00,2016-09-28,2016-09,246.21
596,2,Bronx,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS                    ,1,2287,18, ,A9,424 EAST 143RD STREET, ,10454,1,0,1,2500,1672,1901,1,A9,540000.00,2017-02-17,2017-02,322.97
597,2,Bronx,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS                    ,1,2287,22, ,A5,434 EAST 143RD STREET, ,10454,1,0,1,1400,1428,1899,1,A5,685000.00,2017-05-30,2017-05,479.69
598,2,Bronx,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY DWELLINGS                    ,1,2278,17, ,B1,418 EAST 134 STREET, ,10454,2,0,2,1667,2160,1901,1,B1,565000.00,2017-01-11,2017-01,261.57
599,2,Bronx,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY DWELLINGS                    ,1,2280,80, ,B9,440 EAST 136TH STREET, ,10454,2,0,2,1858,2679,1899,1,B9,640000.00,2016-09-09,2016-09,238.90
600,2,Bronx,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY DWELLINGS                    ,1,2289,122, ,B2,440 EAST 145 STREET, ,10454,2,0,2,2000,2280,1990,1,B2,510000.00,2016-12-19,2016-12,223.68
601,2,Bronx,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY DWELLINGS                    ,1,2289,123, ,B2,442 EAST 145TH STREET, ,10454,2,0,2,2000,2280,1990,1,B2,549000.00,2017-06-23,2017-06,240.79
602,2,Bronx,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY DWELLINGS                    ,1,2290,136, ,B2,472 EAST 146 STREET, ,10455,2,0,2,2000,2000,1991,1,B2,500000.00,2016-11-29,2016-11,250.00
603,2,Bronx,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY DWELLINGS                    ,1,2290,140, ,B2,465 BROOK AVENUE, ,10455,2,0,2,2000,2000,1991,1,B2,590000.00,2017-06-02,2017-06,295.00
604,2,Bronx,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY DWELLINGS                    ,1,2554,37, ,B2,654 ST MARYS STREET, ,10454,2,0,2,2570,2280,1999,1,B2,525000.00,2017-06-14,2017-06,230.26
605,2,Bronx,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY DWELLINGS                    ,1,2577,22, ,B3,423 WALES AVENUE, ,10455,2,0,2,5000,1000,1901,1,B3,750000.00,2017-03-24,2017-03,750.00
606,2,Bronx,MOTT HAVEN/PORT MORRIS,03 THREE FAMILY DWELLINGS                  ,1,2283,121, ,C0,430A EAST 139 STREET, ,10454,3,0,3,2000,3120,2006,1,C0,528000.00,2016-09-27,2016-09,169.23
607,2,Bronx,MOTT HAVEN/PORT MORRIS,03 THREE FAMILY DWELLINGS                  ,1,2283,122, ,C0,430B EAST 139 STREET, ,10454,3,0,3,2000,3120,2006,1,C0,570000.00,2017-07-13,2017-07,182.69
608,2,Bronx,MOTT HAVEN/PORT MORRIS,03 THREE FAMILY DWELLINGS                  ,1,2285,122, ,C0,450 EAST 141 STREET, ,10454,3,0,3,2038,2700,1994,1,C0,700000.00,2017-01-30,2017-01,259.26
609,2,Bronx,MOTT HAVEN/PORT MORRIS,03 THREE FAMILY DWELLINGS                  ,1,2285,130, ,C0,468 EAST 141 STREET, ,10454,3,0,3,2038,2700,1994,1,C0,680000.00,2017-08-30,2017-08,251.85
610,2,Bronx,MOTT HAVEN/PORT MORRIS,03 THREE FAMILY DWELLINGS                  ,1,2314,27, ,C0,265 ALEXANDER AVENUE, ,10454,3,0,3,1250,2724,1899,1,C0,519307.00,2017-03-13,2017-03,190.64
611,2,Bronx,MOTT HAVEN/PORT MORRIS,03 THREE FAMILY DWELLINGS                  ,1,2573,37, ,C0,323 CONCORD AVENUE, ,10454,3,0,3,1600,2148,1910,1,C0,530000.00,2017-08-04,2017-08,246.74
612,2,Bronx,MOTT HAVEN/PORT MORRIS,03 THREE FAMILY DWELLINGS                  ,1,2600,166, ,C0,529 TIMPSON PLACE, ,10455,3,0,3,2717,2088,1901,1,C0,600000.00,2017-08-02,2017-08,287.36
