sale_id,borough,borough_name,neighborhood,building_class_category,tax_class_at_present,block,lot,easement,building_class_at_present,address,apartment_number,zipcode,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,sale_date_yyyymm,price_per_gross_square_foot
6734,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,11005,40, ,B3,113-38 210TH   STREET, ,11429,2,0,2,2950,1620,1920,1,B3,665000.00,2016-09-30,2016-09,410.49
6735,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,11006,34, ,B3,113-42 211TH STREET, ,11429,2,0,2,3000,1620,1935,1,B3,539000.00,2017-08-14,2017-08,332.72
6736,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,11013,46, ,B3,114-69 196TH   STREET, ,11412,2,0,2,3000,1564,1920,1,B3,520000.00,2017-04-27,2017-04,332.48
6737,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,11013,76, ,B3,114-11 196TH   STREET, ,11412,2,0,2,4000,1256,1950,1,B3,740000.00,2016-11-07,2016-11,589.17
6738,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,11032,22, ,B3,191-34 115TH AVENUE, ,11412,2,0,2,4000,1584,1925,1,B3,699000.00,2017-07-27,2017-07,441.29
6739,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,11044,62, ,B3,115-20 204TH   STREET, ,11412,2,0,2,3800,2064,1950,1,B3,570000.00,2017-02-22,2017-02,276.16
6740,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,11054,16, ,B3,210-38 NASHVILLE BOULEVARD, ,11411,2,0,2,3168,1640,1920,1,B3,725000.00,2017-05-30,2017-05,442.07
6741,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,11061,18, ,B3,191-36 116TH   AVENUE, ,11412,2,0,2,4000,2473,1925,1,B3,720000.00,2017-03-30,2017-03,291.14
6742,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,11065,13, ,B3,194-16 116 AVE, ,11412,2,0,2,4000,2078,1920,1,B3,643400.00,2017-07-11,2017-07,309.62
6743,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,11065,36, ,B3,116-12 196TH   STREET, ,11412,2,0,2,5000,1197,1950,1,B3,510000.00,2017-08-22,2017-08,426.07
6744,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,11072,25, ,B3,116-11 200TH STREET, ,11412,2,0,2,3000,1441,1925,1,B3,535000.00,2017-06-02,2017-06,371.27
6745,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,12448,12, ,B2,118-29 RIVERTON ST, ,11412,2,0,2,3000,2112,2005,1,B2,690000.00,2017-02-23,2017-02,326.70
6746,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,12602,33, ,B3,190-23 118TH AVENUE, ,11412,2,0,2,5000,1547,1930,1,B3,575000.00,2016-10-14,2016-10,371.69
6747,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,12603,12, ,B2,118-12 189TH   STREET, ,11412,2,0,2,2500,1872,1910,1,B2,690000.00,2017-04-10,2017-04,368.59
6748,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,12607,38, ,B3,191-09 119TH   AVENUE, ,11412,2,0,2,4000,2076,1935,1,B3,535000.00,2017-01-13,2017-01,257.71
6749,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,12619,35, ,B2,117-17 198TH   STREET, ,11412,2,0,2,3050,2304,1925,1,B2,556400.00,2016-12-23,2016-12,241.49
6750,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,12620,18, ,B3,117-24 200TH   STREET, ,11412,2,0,2,3100,1820,1925,1,B3,749217.00,2017-07-25,2017-07,411.66
6751,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,12621,3, ,B3,117-43 196TH STREET, ,11412,2,0,2,2525,1620,1950,1,B3,580000.00,2017-04-12,2017-04,358.02
6752,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,12624,51, ,B2,118-33 199TH ST, ,11412,2,0,2,1856,1830,2006,1,B2,630000.00,2016-09-20,2016-09,344.26
6753,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,12633,5, ,C0,203-20 LINDEN BOULEVARD, ,11412,3,1,3,3000,1664,1960,1,S2,677000.00,2016-09-02,2016-09,406.85
6754,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,12637,58, ,B2,117-24 SPRINGFIELD BOULEVAR, ,11411,2,0,2,2500,1664,1955,1,B2,630000.00,2017-06-16,2017-06,378.61
6755,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,12648,43, ,B2,192-03 120TH   AVENUE, ,11412,2,0,2,5000,1836,1930,1,B2,580000.00,2017-02-13,2017-02,315.90
6756,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,12653,20, ,B2,119-30 198TH   STREET, ,11412,2,0,2,2950,1303,2006,1,B2,600000.00,2016-10-05,2016-10,460.48
6757,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,12657,42, ,B1,119-29 201ST STREET, ,11412,2,0,2,4000,1518,1950,1,B1,625000.00,2016-12-13,2016-12,411.73
6758,4,Queens,ST. ALBANS,03 THREE FAMILY DWELLINGS                  ,1,10985,18, ,C0,112-01 208TH   STREET, ,11429,3,0,3,3242,2024,1920,1,C0,525000.00,2016-10-20,2016-10,259.39
6759,4,Queens,ST. ALBANS,03 THREE FAMILY DWELLINGS                  ,1,11059,107, ,C0,116-51 FARMERS BLVD, ,11412,3,0,3,1773,3120,2005,1,C0,700000.00,2016-12-23,2016-12,224.36
6760,4,Queens,ST. ALBANS,07 RENTALS - WALKUP APARTMENTS             ,2A,12658,16, ,C3,119-22 202ND STREET, ,11412,4,0,4,8000,2733,1950,2,C3,508356.00,2017-02-10,2017-02,186.01
6761,4,Queens,ST. ALBANS,14 RENTALS - 4-10 UNIT                     ,2A,10947,1, ,S3,110-21 FRANCIS LEWIS BLVD, ,11429,3,1,4,2000,3600,1931,2,S3,575000.00,2017-04-10,2017-04,159.72
6762,4,Queens,ST. ALBANS,22 STORE BUILDINGS                         ,4,10988,1, ,K4,113-45 FARMERS BLVD, ,11412,2,2,4,2310,2962,1920,4,K4,770000.00,2017-06-09,2017-06,259.96
6763,4,Queens,SUNNYSIDE,01 ONE FAMILY DWELLINGS                    ,1,201,54, ,A5,48-38 42ND STREET, ,11104,1,0,1,1767,1156,1945,1,A5,749950.00,2017-05-31,2017-05,648.75
6764,4,Queens,SUNNYSIDE,01 ONE FAMILY DWELLINGS                    ,1,201,55, ,A5,48-40 42ND STREET, ,11104,1,0,1,1800,1156,1945,1,A5,638500.00,2016-12-30,2016-12,552.34
6765,4,Queens,SUNNYSIDE,01 ONE FAMILY DWELLINGS                    ,1,2297,28, ,A5,5017 47 STREET, ,11377,1,0,1,1900,1328,1940,1,A5,570000.00,2017-06-15,2017-06,429.22
6766,4,Queens,SUNNYSIDE,02 TWO FAMILY DWELLINGS                    ,1,227,53, ,B1,47-38 39TH STREET, ,11104,2,0,2,1710,1676,1930,1,B1,510000.00,2017-05-31,2017-05,304.30
6767,4,Queens,SUNNYSIDE,02 TWO FAMILY DWELLINGS                    ,1,2294,74, ,B1,50-58 45TH STREET, ,11377,2,0,2,2000,1592,1940,1,B1,625000.00,2017-06-29,2017-06,392.59
6768,4,Queens,SUNNYSIDE,03 THREE FAMILY DWELLINGS                  ,1,198,240, ,C0,47-28 41ST STREET, ,11104,3,0,3,2000,2800,1950,1,C0,760000.00,2016-11-29,2016-11,271.43
6769,4,Queens,SUNNYSIDE,29 COMMERCIAL GARAGES                      ,4,215,37, ,G2,41-26 39TH   STREET, ,11104,0,1,1,4000,4000,1931,4,G2,700000.00,2017-07-27,2017-07,175.00
6770,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4157,9, ,A5,15-89 144TH   STREET, ,11357,1,0,1,1476,1584,1960,1,A5,720000.00,2017-06-01,2017-06,454.55
6771,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4192,76, ,A5,21-06 144TH   STREET, ,11357,1,0,1,1950,1831,1970,1,A5,750000.00,2017-01-25,2017-01,409.61
6772,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4249,6, ,A5,23-51 143RD STREET, ,11357,1,0,1,2600,1782,1965,1,A5,750000.00,2017-07-18,2017-07,420.88
6773,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4452,16, ,A2,145-50 4 AVENUE, ,11357,1,0,1,4100,1038,1945,1,A2,775118.00,2016-11-02,2016-11,746.74
6774,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4452,27, ,A1,145-70 4 AVENUE, ,11357,1,0,1,4100,1650,1950,1,A1,592000.00,2017-07-05,2017-07,358.79
6775,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4457,21, ,A0,8-07 WHITESTONE EXPRESSWA, ,11357,1,0,1,3804,1341,1945,1,A0,790000.00,2017-03-10,2017-03,589.11
6776,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4458,38, ,A5,145-76 9 AVENUE, ,11357,1,0,1,2600,1266,1950,1,A5,785000.00,2016-11-14,2016-11,620.06
6777,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4459,25, ,A2,145-68 10TH   AVENUE, ,11357,1,0,1,4000,1169,1950,1,A2,775000.00,2016-11-16,2016-11,662.96
6778,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4460,31, ,A1,11-14 147TH   STREET, ,11357,1,0,1,3760,1344,1970,1,A1,728000.00,2016-10-13,2016-10,541.67
6779,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4478,18, ,A1,10-16 148TH   STREET, ,11357,1,0,1,2500,1044,1920,1,A1,705000.00,2017-03-30,2017-03,675.29
6780,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4494,8, ,A0,3-41 149TH   STREET, ,11357,1,0,1,4000,1040,1955,1,A0,800000.00,2016-11-03,2016-11,769.23
6781,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4496,12, ,A0,149-16 5TH AVENUE, ,11357,1,0,1,4000,1197,1955,1,A0,765000.00,2016-10-25,2016-10,639.10
6782,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4497,8, ,A2,149-14 6 AVENUE, ,11357,1,0,1,4000,990,1950,1,A2,750000.00,2017-04-24,2017-04,757.58
6783,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4515,23, ,A0,150-40 10TH   AVENUE, ,11357,1,0,1,6504,1235,1940,1,A0,750000.00,2017-04-05,2017-04,607.29
6784,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4515,38, ,A1,1024 CLINTONVILLE STREET, ,11357,1,0,1,2483,1188,1940,1,A1,680000.00,2017-06-22,2017-06,572.39
6785,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4517,32, ,A9,12-10 CLINTONVILLE STREET, ,11357,1,0,1,2400,928,1925,1,A9,550000.00,2017-05-05,2017-05,592.67
6786,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4519,5, ,A2,6-45 CLINTONVILLE STREET, ,11357,1,0,1,3690,1144,1950,1,A2,795000.00,2017-01-17,2017-01,694.93
6787,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4528,37, ,A5,151-62 11TH   AVENUE, ,11357,1,0,1,1760,960,1945,1,A5,550000.00,2017-02-24,2017-02,572.92
6788,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4528,51, ,A5,151-53 12TH   AVENUE, ,11357,1,0,1,1760,1440,1945,1,A5,675000.00,2016-12-27,2016-12,468.75
6789,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4528,66, ,A5,151-23 12 AVENUE, ,11357,1,0,1,1760,1440,1945,1,A5,639888.00,2016-10-24,2016-10,444.37
6790,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4528,68, ,A5,151-19 12 AVENUE, ,11357,1,0,1,1760,1440,1945,1,A5,570000.00,2017-08-09,2017-08,395.83
6791,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4529,28, ,A5,12-18 151ST   PLACE, ,11357,1,0,1,2080,1140,1940,1,A5,721000.00,2017-05-22,2017-05,632.46
6792,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4529,34, ,A5,12-19 151ST   PLACE, ,11357,1,0,1,2140,1140,1940,1,A5,645000.00,2016-09-20,2016-09,565.79
6793,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4539,45, ,A5,152-64 10 AVENUE, ,11357,1,0,1,3685,1056,1950,1,A5,635000.00,2016-09-02,2016-09,601.33
6794,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4539,77, ,A5,152-55 11 AVENUE, ,11357,1,0,1,3770,1056,1950,1,A5,690000.00,2017-02-15,2017-02,653.41
6795,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4625,66, ,A1,15-30 146TH STREET, ,11357,1,0,1,3600,1578,1940,1,A1,600000.00,2017-04-06,2017-04,380.23
6796,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4627,43, ,A1,145-45 17TH   ROAD, ,11357,1,0,1,2795,1188,1940,1,A1,740000.00,2017-06-19,2017-06,622.90
6797,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4634,19, ,A5,145-16 21ST   AVENUE, ,11357,1,0,1,2925,1504,1930,1,A5,755000.00,2017-06-02,2017-06,501.99
6798,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4634,44, ,A2,145-37 22ND   AVENUE, ,11357,1,0,1,4550,1150,1950,1,A2,775000.00,2017-02-24,2017-02,673.91
6799,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4638,16, ,A5,146-06 22ND   AVENUE, ,11357,1,0,1,1072,1232,1940,1,A5,680000.00,2017-06-01,2017-06,551.95
6800,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4642,42, ,A5,146-47 24 AVENUE, ,11357,1,0,1,2365,1395,1920,1,A5,762000.00,2016-11-29,2016-11,546.24
6801,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4642,60, ,A5,146-09 24 AVE, ,11357,1,0,1,1950,1395,1920,1,A5,740000.00,2017-04-11,2017-04,530.47
6802,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4644,6, ,A1,147-14 14TH AVENUE, ,11357,1,0,1,4411,1354,1925,1,A1,700000.00,2017-03-16,2017-03,516.99
6803,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4646,12, ,A1,15-12 149 STREET, ,11357,1,0,1,4000,1320,1930,1,A1,740000.00,2016-11-15,2016-11,560.61
6804,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4650,15, ,A1,147-23 17TH ROAD, ,11357,1,0,1,3325,1440,1930,1,A1,800000.00,2017-01-06,2017-01,555.56
6805,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4650,16, ,A1,147-27 17TH   ROAD, ,11357,1,0,1,3325,1440,1930,1,A1,739000.00,2016-12-05,2016-12,513.19
6806,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4651,4, ,A1,17-35 147TH STREET, ,11357,1,0,1,2500,1500,2007,1,A1,730000.00,2016-12-09,2016-12,486.67
6807,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4651,34, ,A1,147-30 17TH ROAD, ,11357,1,0,1,3325,1462,1925,1,A1,793000.00,2016-09-12,2016-09,542.41
6808,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4656,32, ,A1,21-12 149TH STREET, ,11357,1,0,1,2500,1312,1935,1,A1,800000.00,2017-07-05,2017-07,609.76
6809,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4658,35, ,A5,147-43 24TH AVENUE, ,11357,1,0,1,2854,1384,1935,1,A5,575000.00,2017-06-14,2017-06,415.46
6810,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4664,14, ,A5,149-23 16TH   ROAD, ,11357,1,0,1,2100,1248,1925,1,A5,660000.00,2017-01-18,2017-01,528.85
6811,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4667,63, ,A1,149-22 17TH   ROAD, ,11357,1,0,1,3000,1456,1930,1,A1,753000.00,2016-12-06,2016-12,517.17
6812,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4670,132, ,A5,20-14 150 ST, ,11357,1,0,1,1520,992,1950,1,A5,680000.00,2017-01-18,2017-01,685.48
6813,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4679,19, ,A1,150-21 15TH   DRIVE, ,11357,1,0,1,2000,1114,1920,1,A1,650000.00,2017-08-16,2017-08,583.48
6814,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4685,16, ,A2,150-31 17TH ROAD, ,11357,1,0,1,3000,1106,1925,1,A2,700000.00,2016-09-28,2016-09,632.91
6815,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4690,2, ,A5,20-29 150TH   STREET, ,11357,1,0,1,2470,1088,1950,1,A5,735000.00,2017-07-27,2017-07,675.55
6816,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4691,29, ,A5,21-28 MURRAY STREET, ,11357,1,0,1,2375,1088,1950,1,A5,660000.00,2017-03-03,2017-03,606.62
6817,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4692,23, ,A0,150-35 23RD   AVENUE, ,11357,1,0,1,4500,1160,1925,1,A0,730000.00,2016-11-22,2016-11,629.31
6818,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4703,6, ,A1,17-09 MURRAY STREET, ,11357,1,0,1,2500,1065,1920,1,A1,650000.00,2016-10-17,2016-10,610.33
6819,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4703,21, ,A1,151-29 17TH ROAD, ,11357,1,0,1,4099,1090,1920,1,A1,650000.00,2016-12-22,2016-12,596.33
6820,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4705,136, ,A1,151-81 19TH   AVENUE, ,11357,1,0,1,2250,1292,1930,1,A1,740000.00,2017-07-11,2017-07,572.76
6821,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4707,21, ,A5,151-45 20 ROAD, ,11357,1,0,1,1800,1080,1940,1,A5,625000.00,2016-09-19,2016-09,578.70
6822,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4708,14, ,A5,151-32 20 ROAD, ,11357,1,0,1,2000,840,1940,1,A5,670000.00,2016-12-12,2016-12,797.62
6823,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4710,26, ,A2,151-33 WILLETS POINT BLVD, ,11357,1,0,1,5126,1118,1950,1,A2,780000.00,2016-10-20,2016-10,697.67
6824,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4721,9, ,A1,15-41 CLINTONVILLE STREET, ,11357,1,0,1,2055,1476,1960,1,A1,615000.00,2017-02-15,2017-02,416.67
6825,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4738,13, ,A1,21-07 154TH   STREET, ,11357,1,0,1,4200,1853,1950,1,A1,642000.00,2017-04-26,2017-04,346.47
6826,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,4749,46, ,A2,157-63 20TH   AVENUE, ,11357,1,0,1,3895,1050,1960,1,A2,725000.00,2016-12-28,2016-12,690.48
6827,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,5740,45, ,A0,163-67 19TH AVENUE, ,11357,1,0,1,4171,1170,1960,1,A0,755000.00,2016-12-14,2016-12,645.30
6828,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,5747,35, ,A0,163-60 19TH   AVENUE, ,11357,1,0,1,3977,985,1950,1,A0,750000.00,2017-03-10,2017-03,761.42
6829,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,1,5747,60, ,A0,163-37 20TH   AVENUE, ,11357,1,0,1,3977,985,1950,1,A0,750000.00,2016-09-29,2016-09,761.42
6830,4,Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,4114,34, ,B3,14-15 144TH PLACE, ,11357,2,0,2,2650,1653,1915,1,B3,752000.00,2016-12-19,2016-12,454.93
6831,4,Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,4486,29, ,B3,12-46 149TH   STREET, ,11357,2,0,2,4147,1810,1915,1,B3,535000.00,2017-02-10,2017-02,295.58
6832,4,Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,4504,37, ,B9,12-28 150TH STREET, ,11357,2,0,2,3696,2612,1935,1,B9,595000.00,2016-12-01,2016-12,227.79
6833,4,Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,4664,27, ,B1,149-55 16TH   ROAD, ,11357,2,0,2,1967,1412,1930,1,B1,730000.00,2017-06-28,2017-06,517.00
6834,4,Queens,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,4730,12, ,B1,17-56 CLINTONVILLE STREET, ,11357,2,0,2,1319,2394,1940,1,B1,700000.00,2017-02-07,2017-02,292.40
6835,4,Queens,WHITESTONE,22 STORE BUILDINGS                         ,4,4505,33, ,K1,12-54 150TH   STREET, ,11357,0,1,1,2500,2475,1952,4,K1,735000.00,2017-03-09,2017-03,296.97
6836,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8836,5, ,A5,86-09 DEXTER COURT, ,11421,1,0,1,1878,2128,1955,1,A5,580000.00,2016-12-27,2016-12,272.56
6837,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8844,27, ,A1,85-56 79TH STREET, ,11421,1,0,1,5046,4034,1910,1,A1,680000.00,2017-06-21,2017-06,168.57
6838,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8847,233, ,A1,80-15 86TH   AVENUE, ,11421,1,0,1,2000,1236,1930,1,A1,559000.00,2017-07-11,2017-07,452.27
6839,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8850,48, ,A1,85-05 79TH STREET, ,11421,1,0,1,2000,1382,1920,1,A1,565000.00,2017-05-22,2017-05,408.83
6840,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8851,304, ,A1,80-17 85TH ROAD, ,11421,1,0,1,2000,1320,1910,1,A1,515000.00,2017-01-31,2017-01,390.15
6841,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8855,3, ,A1,85-63 FOREST PARKWAY, ,11421,1,0,1,5000,2240,1910,1,A1,720000.00,2016-09-07,2016-09,321.43
6842,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8860,45, ,A1,85-53 85TH STREET, ,11421,1,0,1,4000,2188,1910,1,A1,670000.00,2017-02-02,2017-02,306.22
6843,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8861,99, ,A1,86-17 86TH STREET, ,11421,1,0,1,2500,1712,1920,1,A1,500000.00,2016-12-09,2016-12,292.06
6844,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8863,96, ,S1,88-09 JAMAICA AVENUE, ,11421,1,1,2,2092,1920,1931,1,S1,600000.00,2016-12-15,2016-12,312.50
6845,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8864,13, ,A3,84-16 86TH   STREET, ,11421,1,0,1,6000,2520,1931,1,A3,780000.00,2017-01-20,2017-01,309.52
6846,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8866,23, ,A1,84-36 88TH STREET, ,11421,1,0,1,4037,1246,1920,1,A1,660000.00,2016-10-20,2016-10,529.70
6847,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8868,33, ,S1,89-15 JAMAICA AVENUE, ,11421,1,1,2,1914,2146,1931,1,S1,800000.00,2016-09-08,2016-09,372.79
6848,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8887,10, ,A1,94-32 85TH ROAD, ,11421,1,0,1,3000,2160,1930,1,A1,766000.00,2017-07-07,2017-07,354.63
6849,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8891,8, ,A1,9414 PARK LANE SOUTH, ,11421,1,0,1,2603,1379,1925,1,A1,598000.00,2017-03-09,2017-03,433.65
6850,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8892,263, ,S1,97-03 JAMAICA AVENUE, ,11421,1,1,2,1053,1664,1925,1,S1,639999.00,2016-10-12,2016-10,384.61
6851,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8894,60, ,A1,8844 74TH PLACE, ,11421,1,0,1,1850,1215,1920,1,A1,523000.00,2017-04-13,2017-04,430.45
6852,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8900,43, ,A1,88-57 75TH STREET, ,11421,1,0,1,2522,1328,1910,1,A1,530000.00,2017-07-14,2017-07,399.10
6853,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8900,52, ,A1,8845 75 STREET, ,11421,1,0,1,2220,1422,1910,1,A1,501000.00,2017-04-20,2017-04,352.32
6854,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8900,56, ,A1,88-37 75 STREET, ,11421,1,0,1,2220,1422,1910,1,A1,510000.00,2017-03-17,2017-03,358.65
6855,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8909,10, ,A9,78-22 89TH AVENUE, ,11421,1,0,1,2500,1684,1920,1,A9,630000.00,2017-08-25,2017-08,374.11
6856,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8915,7, ,A1,80-26 88TH   ROAD, ,11421,1,0,1,2500,1440,1901,1,A1,502000.00,2017-01-30,2017-01,348.61
6857,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8915,74, ,A9,88-43 80TH   STREET, ,11421,1,0,1,1640,1288,1901,1,A9,558000.00,2017-06-29,2017-06,433.23
6858,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8916,65, ,A1,80-27 88TH   ROAD, ,11421,1,0,1,2000,1309,1920,1,A1,538800.00,2017-08-14,2017-08,411.61
6859,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8918,49, ,A1,80-43 87 ROAD, ,11421,1,0,1,2017,1288,1920,1,A1,568000.00,2017-03-13,2017-03,440.99
